,volume,price,open,high,low,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
1623,5134139,151527909,29.3,29.6,29.3,28.984999999999996,2854,52.23918065,38.56535124,11.21769241,63.39029021925418,74.26931955319573,0.0328221538664154,0.0,0.0,0
1624,3679196,109140444,29.55,29.8,29.55,29.075,1836,66.64430225,47.92500158,10.48640022,67.03198768281139,78.6947302868887,0.0439821680614616,0.0,0.0,0
1625,15800824,485136960,29.9,31.3,29.85,29.305,8629,75.14848908,56.99949741,20.70151407,81.0375116775948,91.09726890887956,0.0821704733320255,0.0,0.0,1
1626,8286032,254122340,31.2,31.35,30.3,29.455000000000002,4334,71.89386452,61.96428645,42.10513031,66.15317278230818,68.1689983248122,0.1247400402577745,-34.210526315789544,-27.65957446808518,1
1627,4317438,130449283,30.45,30.45,30.0,29.580000000000002,2528,67.80103788,63.90987026,56.12753501,63.206215583811286,63.72728518039124,0.165146659891504,-51.61290322580647,-34.042553191489375,1
1628,15943479,496109043,31.25,32.1,30.2,29.73,7782,62.61362725,63.47778925,65.20611327,65.46275177672737,67.15177217876156,0.2048938848431297,-44.4444444444445,-25.531914893617063,1
1629,6384500,196596981,30.95,31.45,30.5,29.910000000000004,3076,61.14540324,62.70032725,65.81017527,67.64546035024291,70.49449079733687,0.2448680873530244,-50.00000000000022,-17.021276595744762,1
1630,5491240,168662582,30.7,31.1,30.45,30.105,2376,60.46057186,61.95374212,64.94008264,68.19816472228783,71.3685727017881,0.2831286581442724,0.0,-14.893617021276649,1
1631,4382809,133531265,30.8,30.85,30.25,30.26,2149,52.21180981,58.70643135,71.69567443,58.33294480633475,54.06943057614425,0.3104846807669257,-100.0,-42.105263157894726,1
1632,4909374,147310538,30.35,30.35,29.85,30.340000000000003,2406,40.69022615,52.70102961,76.72263655,52.738426751948296,45.287569612964,0.324077913765758,-100.0,-70.96774193548393,0
1633,3810823,114860471,30.15,30.5,30.0,30.390000000000004,1839,30.08978039,45.16394654,75.31227883,53.55506288581484,47.00891326692514,0.328391398800398,-93.33333333333324,-77.77777777777774,1
1634,2993137,89034945,30.05,30.1,29.5,30.369999999999997,1697,20.70087924,37.00959077,69.62701384,45.00161517733239,34.12526511629913,0.3179367191746388,-100.0,-100.0,0
1635,5620748,161647517,29.55,29.65,28.15,30.109999999999996,2819,16.75417266,30.25778473,57.26500889,32.873392215156535,20.184679024063904,0.281296912781035,-100.0,-100.0,0
1636,2656150,75804134,28.9,28.9,28.35,29.905,1314,13.27915308,24.59824085,47.23641639,31.970730513242213,19.284348613523903,0.2279289212549287,-100.0,-100.0,0
1637,2287134,65125831,28.45,28.8,28.2,29.714999999999996,1156,11.37802124,20.19150098,37.81846045,31.970730513242216,19.2843486135239,0.1663541695519733,-100.0,-100.0,0
1638,1299963,37106777,28.5,28.8,28.35,29.525,736,12.67009326,17.68436507,27.7129087,36.209610448593615,28.472827415371395,0.10567515818174,-82.60869565217371,-91.48936170212755,0
1639,2126225,60884028,28.8,28.8,28.5,29.325,1146,15.2368523,16.86852748,20.13187785,38.32329023965579,33.04596105414739,0.0500930600760814,0.0,-87.23404255319147,0
1640,3508910,99255154,28.5,28.65,27.9,29.05,1856,11.43995281,15.05900259,22.29710215,30.533135690277373,21.499472572321483,-0.0106629494959875,-100.0,-100.0,0
1641,7845258,211405634,27.6,28.0,26.0,28.669999999999998,3900,11.33033891,13.8161147,18.78766627,20.64238794946092,11.324601268306925,-0.0953842570363974,-100.0,-100.0,0
1642,3396110,89021655,26.0,26.65,25.45,28.305,1797,14.00517218,13.87913386,13.62705722,19.93214893265134,10.716023580871786,-0.1928610804989218,-100.0,-100.0,0
1643,2473808,65877252,26.45,27.05,26.35,27.96,1249,18.46376558,15.40734443,9.294502138,24.68307843566706,19.380876111514063,-0.2887947446644538,-89.36170212765957,-92.1875,0
1644,3582922,92333370,25.9,26.15,25.45,27.564999999999998,1838,13.75845241,14.85771376,17.05623645,19.572972756929964,13.221762252560644,-0.3940283795943294,-100.0,-100.0,0
1645,2291504,60604160,25.7,27.0,25.7,27.4,1177,23.10264987,17.6060258,6.61277765,37.39452638603916,41.23462957542788,-0.4787334446716995,0.0,-59.67741935483868,0
1646,1485532,39673061,26.85,26.95,26.45,27.244999999999997,901,29.33211484,21.51472214,5.879936754,37.39452638603917,41.23462957542788,-0.5450400900319402,0.0,-59.67741935483868,0
1647,875238,23391070,27.0,27.0,26.6,27.065000000000005,611,30.99752929,24.67565786,12.03191499,35.4913400599164,37.72716423396491,-0.5990854058069324,-20.0,-67.74193548387095,1
1648,942029,25366379,26.75,27.2,26.75,26.895,606,35.7691862,28.37350064,13.58212952,39.55228491484728,44.52249643644578,-0.6364606513720651,0.0,-58.06451612903232,1
1649,1386811,37803636,26.85,27.6,26.7,26.764999999999997,822,49.33632021,35.36110716,7.410681069,45.806821410809896,54.46108523419269,-0.6520003172059581,0.0,-25.00000000000007,1
1650,1169086,32151045,27.5,27.75,27.4,26.71,617,61.87638739,44.1995339,8.845826939,46.4166916644591,55.41945786779551,-0.6507554883219566,0.0,0.0,1
1651,1121457,30704848,27.45,27.65,27.25,26.794999999999998,633,68.78715681,52.39540821,19.611911,45.29527146515095,52.75489639946171,-0.6391679575088143,-11.76470588235272,-5.405405405405296,1
1652,1089195,29655347,27.35,27.45,27.1,26.880000000000003,604,71.22042338,58.67041326,33.57039303,43.55885232533882,48.552940300009794,-0.6226416283382458,-45.4545454545454,-13.513513513513528,1
1653,1722065,47627581,27.5,27.85,27.5,26.984999999999996,801,77.71284039,65.01788897,39.62798613,49.89722042771999,60.01757801557381,-0.5952874801233298,0.0,0.0,1
1654,1706086,47542677,27.65,28.1,27.65,27.21,764,80.09138854,70.04238883,49.9443894,52.5048224194194,64.26471050582079,-0.5580329505787833,0.0,0.0,1
1655,938263,26084738,28.1,28.1,27.7,27.310000000000002,505,81.17203681,73.75227149,58.91274085,52.5048224194194,64.26471050582079,-0.5152541278451712,0.0,0.0,1
1656,1587491,44384000,27.8,28.3,27.7,27.415,922,79.1146912,75.53974473,68.38985177,53.240979123597285,65.58093007065014,-0.469283232560071,0.0,0.0,1
1657,15504620,458718368,28.3,30.25,28.3,27.744999999999997,7253,82.79007583,77.95652176,68.28941363,72.20006030177268,87.56518228664333,-0.3907430550124931,0.0,0.0,1
1658,8484273,252394701,29.9,30.6,29.05,27.985000000000003,4592,76.14576484,77.35293612,79.76727868,63.6795465857374,71.1946614430705,-0.3045883553142611,-29.268292682926766,-22.22222222222215,1
1659,3207008,92466950,29.4,29.4,28.4,28.145,1650,68.85908132,74.52165119,85.84679092,59.7982285711404,64.01410694836002,-0.2222694986845529,-43.90243902439023,-33.333333333333286,1
1660,1976008,57681116,29.65,29.65,28.9,28.3,1034,64.00129231,71.01486489,85.04201006,59.7982285711404,64.01410694836002,-0.146163567519558,-44.99999999999993,-33.333333333333286,1
1661,1918277,55736059,28.9,29.3,28.9,28.484999999999996,882,60.9470981,67.65894263,81.08263169,61.682198473517566,67.19081449988175,-0.0744173568151253,-77.77777777777783,-25.92592592592591,1
1662,2166129,62644968,29.25,29.35,28.7,28.645,1105,53.62574901,62.98121142,81.69213624,55.9172280271156,55.44420898702753,-0.0153769435261714,-100.0,-48.88888888888879,1
1663,1300240,37481730,28.95,29.1,28.7,28.755000000000003,736,47.81946486,57.9272959,78.14295799,55.20774832726889,54.02741111813144,0.0318420524377076,-100.0,-56.09756097560976,1
1664,2977080,84913930,28.55,28.9,28.35,28.830000000000002,1656,42.22447083,52.69302088,73.63012098,52.98906884420009,49.47597390882555,0.0667105783753698,-100.0,-63.414634146341406,1
1665,1596264,45694382,28.75,28.9,28.45,28.895,958,31.04819794,45.4780799,74.33784381,51.47212990907853,46.35209795066403,0.0902627147240838,-100.0,-69.99999999999993,1
1666,1063342,30562514,28.5,29.0,28.45,28.99,571,28.10620604,39.68745528,62.84995376,56.28968286811369,57.5967877040054,0.1108656340068026,0.0,-74.99999999999987,1
1667,4757425,139272549,28.85,29.55,28.7,28.920000000000005,2393,40.53234249,39.96908435,38.84256807,60.59298189884963,66.11868409627102,0.1338713624732062,0.0,-12.500000000000169,1
1668,7682173,226908917,28.85,29.95,28.75,28.945,3802,52.02156166,43.98657678,27.91660704,64.44358070898362,72.70205949861924,0.1624560525539991,0.0,0.0,1
1669,18959932,571972799,30.15,30.65,29.3,29.03,8018,56.42017154,48.13110837,31.55298203,67.44304928578705,77.2490351356974,0.1974551255853207,0.0,0.0,1
1670,6876154,205987943,30.4,30.45,29.6,29.1,3632,57.17866508,51.14696061,39.08355165,64.45264614986284,70.23015799960957,0.2317966977758212,-15.000000000000211,-11.111111111111258,0
1671,3987175,118713308,29.85,30.15,29.55,29.155,1814,58.40896513,53.56762878,43.88495609,65.02132532194935,71.27417385802872,0.2641953284520582,-15.384615384615552,-7.407407407407505,1
1672,2579000,76479562,30.0,30.0,29.5,29.225,1333,55.60597675,54.2470781,51.52928081,59.76291460629282,58.883959462325016,0.2890870126885735,-100.0,-25.925925925926,0
1673,15851048,479036298,29.55,30.45,29.55,29.315000000000005,3483,55.25246935,54.58220852,53.24168686,61.80176749239001,63.457732575856205,0.3097028997261108,-57.14285714285773,-14.81481481481501,1
1674,3673606,107302648,29.55,29.65,29.0,29.365,1898,46.68346442,51.94929382,62.48095262,51.31447499121107,42.60456144322452,0.3170772767207785,-100.0,-55.5555555555555,0
1675,2305965,67381103,29.05,29.55,29.05,29.43,1376,38.8146173,47.57106831,65.08397033,52.12684620194692,44.59091740269847,0.3158405922695504,-92.30769230769272,-70.00000000000028,1
1676,2217283,64519572,29.3,29.3,28.9,29.445000000000004,1305,30.26237645,41.80150436,64.87976018,49.406330685085024,39.650831519834895,0.3061584633795469,-100.0,-100.0,0
1677,2006918,57952413,29.0,29.05,28.8,29.415,1021,21.97671943,35.19324272,61.62628928,47.58511126489305,36.42270686190548,0.2893972080631669,-100.0,-100.0,0
1678,1763969,50993916,28.95,29.05,28.75,29.355,880,18.57271492,29.65306678,51.81377052,48.62666133385854,39.38370826137158,0.2692156721700564,-79.99999999999972,-94.7368421052631,0
1679,1782946,51899049,29.05,29.3,28.95,29.27,911,17.28377073,25.5299681,42.02236284,49.72557922639548,42.59211466725182,0.2481324439573355,-59.99999999999943,-88.23529411764692,0
1680,2348121,68136092,29.3,29.3,28.8,29.185000000000002,1167,13.48329813,21.51441144,37.57663806,46.446905655438,35.77524319399147,0.2246305637036852,-100.0,-100.0,0
1681,1835512,52940291,29.0,29.1,28.75,29.095,986,10.94964974,17.99282421,32.07917315,46.446905655438,35.77524319399147,0.2003327481129967,-100.0,-100.0,0
1682,2237701,64043607,28.8,28.8,28.5,29.0,1303,8.749041853,14.91156342,27.23660656,40.05550672861114,24.487754057819664,0.1715668636739614,-100.0,-100.0,0
1683,1163376,33477226,28.6,28.9,28.6,28.915,895,15.35650409,15.05987698,14.46662275,46.76991490348952,42.5985524224529,0.1451060038392074,-44.44444444444436,-58.33333333333318,0
1684,1465616,42130380,28.9,29.0,28.55,28.860000000000003,926,12.32100273,14.1469189,17.79875123,41.63945637247824,33.078365160047234,0.1171576808444243,-100.0,-100.0,0
1685,1358201,38958084,28.6,28.85,28.5,28.809999999999995,944,14.46400182,14.2526132,13.82983597,44.326594941569525,39.561776517208855,0.0910705575739216,-66.66666666666745,-77.77777777777821,0
1686,1931398,55250504,28.8,28.8,28.45,28.775,957,17.48580513,15.33034385,11.01942127,44.326594941569525,39.561776517208855,0.067309960119544,-60.00000000000085,-77.77777777777821,0
1687,2988547,86937552,28.8,29.2,28.7,28.794999999999998,2059,37.1473995,22.60269573,-6.486711808,55.48649714947028,62.87091717836692,0.0532792279204715,0.0,0.0,0
1688,1536746,44731698,29.1,29.25,28.85,28.825,855,56.13748202,33.78095783,-10.93209056,58.534209561745655,67.83320900447433,0.0483542291866235,0.0,0.0,0
1689,1574319,45489835,29.0,29.15,28.75,28.805,803,52.00832135,39.85674567,15.55359431,47.74632881078981,45.79800277000255,0.0421050081043505,-74.9999999999997,-64.28571428571425,0
1690,2059752,59219152,28.95,29.05,28.55,28.784999999999997,1038,43.00554756,40.9063463,36.70794377,44.7240212693467,40.53144518427599,0.0328642563804168,-100.0,-85.714285714286,0
1691,2803643,81742981,28.85,29.45,28.85,28.8,1453,47.00369838,42.93879699,34.80899422,52.44946675582111,55.015779210644936,0.0277420279768551,-41.66666666666657,-35.71428571428575,0
1692,5131492,152100682,29.45,30.0,29.35,28.9,2404,54.9917129,46.95643563,30.88588109,61.70182604504864,69.17390017905892,0.0341814249599769,0.0,0.0,1
1693,5674811,169887866,29.9,30.15,29.55,29.005000000000003,2639,64.11212232,52.67499786,29.80074893,65.70561656620932,74.43956758612153,0.0522382793237612,0.0,0.0,1
1694,3640391,109044271,30.1,30.15,29.75,29.15,1969,73.13357174,59.49452249,32.21642397,67.57027477761825,76.81574686531998,0.0789042615507744,0.0,0.0,1
1695,3059746,90808132,30.0,30.05,29.3,29.265000000000004,1768,74.79738116,64.59547538,44.19166381,62.579800357305714,66.86950334701704,0.1061976815205028,-19.99999999999993,-14.814814814814747,1
1696,2747402,82357174,29.85,30.15,29.85,29.4,1279,80.07325411,69.75473496,49.11769665,65.39145619922029,71.32497674860615,0.1354024383299395,0.0,0.0,1
1697,2046935,61293115,30.05,30.1,29.8,29.470000000000006,1130,79.42383607,72.97776866,60.08563384,60.39937978818774,61.41403767998589,0.1607747296942996,-100.0,-14.814814814814747,1
1698,13860584,424585407,29.95,30.95,29.95,29.635,7222,85.58811294,77.18121675,60.36742439,72.91090166931335,79.87275316081156,0.1995982679453377,0.0,0.0,1
1699,6289130,192970259,30.8,31.2,30.25,29.805,3667,80.46299728,78.27514359,73.89943623,64.73045858862358,66.07895522368138,0.2379809019140203,-36.3636363636363,-17.777777777777715,1
1700,4387890,131724271,30.75,30.75,29.7,29.925,2484,63.29112099,73.28046939,93.2591662,53.9171761439132,49.43219534566261,0.2631623275389047,-95.45454545454538,-55.263157894736736,1
1701,2503063,74140242,29.85,29.9,29.5,29.995000000000005,1507,49.21162452,65.2575211,97.34931427,51.72381570304269,46.20854458483537,0.2757564770123238,-100.0,-88.88888888888897,0
1702,1755160,52055113,29.7,29.85,29.5,30.020000000000003,1012,41.57967951,57.36490724,88.9353627,53.12227809723692,48.87574159444974,0.2807678963283547,-91.66666666666654,-91.66666666666654,0
1703,3075119,92262962,29.65,30.4,29.6,30.035000000000004,1620,40.00048809,51.57676752,74.72932638,55.93078716122746,54.31261637168204,0.2833148567637502,-62.49999999999994,-74.99999999999993,1
1704,2676041,80536406,30.25,30.25,29.85,30.055,1773,40.39248226,47.84867243,62.76105279,58.655494247711005,59.4831907724822,0.2867287775662047,0.0,-58.3333333333333,1
1705,3728110,112730042,30.2,30.65,29.85,30.07,1826,35.75185092,43.81639859,59.94549395,54.05969726661277,50.85079217378426,0.2858650120892722,-50.0,-79.16666666666666,1
1706,1906108,57570795,30.1,30.5,30.05,30.095,1135,38.54044963,42.05774894,49.09234756,58.36572726387976,59.346469161546736,0.2865001363378064,0.0,-54.166666666666586,1
1707,3344059,101500598,30.5,30.6,30.2,30.134999999999998,1892,39.41912328,41.17820705,44.6963746,57.37971343062729,57.36336253350211,0.2865907288038878,-16.666666666666863,-58.3333333333333,1
1708,7167766,215749648,30.25,30.8,29.3,29.99,3686,29.61274886,37.32305432,52.74366525,44.87185235889432,35.81889176535617,0.273716260083193,-100.0,-100.0,0
1709,2226879,65701970,29.85,29.85,29.25,29.869999999999997,1286,20.81710139,31.82107001,53.82900726,42.81843086943632,32.8571802038534,0.2503734259929931,-100.0,-100.0,0
1710,2462900,71410964,29.0,29.55,28.6,29.830000000000002,1422,26.75685547,30.1329985,36.88528455,45.55889259279667,38.917920514764695,0.2235154039403252,-84.21052631578961,-84.21052631578961,0
1711,2378211,68938080,29.45,29.45,28.85,29.754999999999995,1280,23.14093395,27.80231031,37.12506304,38.74954225699143,28.59371440755977,0.1873754272747629,-100.0,-100.0,0
